comp,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-no-tank,10,4,solo,60,500,1.000,0.000,0.000,0.844,1.6,0.00,0.156,—,1.479
trio-no-tank,10,4,solo,180,500,1.000,0.000,0.000,0.844,1.6,0.00,0.156,—,1.479
trio-no-tank,10,4,pack,60,500,0.010,0.000,0.990,0.206,11.3,2.98,0.998,—,0.011
trio-no-tank,10,4,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,4,boss,60,500,0.010,0.000,0.990,0.514,18.8,2.97,0.995,—,0.013
trio-no-tank,10,4,boss,180,500,0.016,0.000,0.984,0.565,19.0,2.96,0.991,—,0.021
trio-no-tank,10,5,solo,60,500,1.000,0.000,0.000,0.592,3.2,0.17,0.408,—,1.348
trio-no-tank,10,5,solo,180,500,1.000,0.000,0.000,0.583,3.2,0.14,0.417,—,1.343
trio-no-tank,10,5,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,5,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,5,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,5,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,6,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,7,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,10,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,1,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,1,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,1,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,1,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,1,boss,60,500,1.000,0.000,0.000,0.973,2.1,0.00,0.027,—,1.605
trio-no-tank,20,1,boss,180,500,1.000,0.000,0.000,0.973,2.1,0.00,0.027,—,1.605
trio-no-tank,20,2,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,2,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,2,pack,60,500,1.000,0.000,0.000,0.951,1.8,0.00,0.049,—,1.594
trio-no-tank,20,2,pack,180,500,1.000,0.000,0.000,0.951,1.8,0.00,0.049,—,1.593
trio-no-tank,20,2,boss,60,500,1.000,0.000,0.000,0.928,3.1,0.00,0.072,—,1.581
trio-no-tank,20,2,boss,180,500,1.000,0.000,0.000,0.930,3.1,0.00,0.070,—,1.582
trio-no-tank,20,3,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,3,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,3,pack,60,500,1.000,0.000,0.000,0.897,1.9,0.00,0.103,—,1.564
trio-no-tank,20,3,pack,180,500,1.000,0.000,0.000,0.896,1.9,0.00,0.104,—,1.564
trio-no-tank,20,3,boss,60,500,1.000,0.000,0.000,0.948,4.8,0.00,0.052,—,1.592
trio-no-tank,20,3,boss,180,500,1.000,0.000,0.000,0.948,4.8,0.00,0.052,—,1.592
trio-no-tank,20,4,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,4,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-no-tank,20,4,pack,60,500,1.000,0.000,0.000,0.771,3.1,0.01,0.229,—,1.497
trio-no-tank,20,4,pack,180,500,1.000,0.000,0.000,0.775,3.1,0.01,0.225,—,1.498
trio-no-tank,20,4,boss,60,500,0.786,0.214,0.000,0.738,8.4,0.74,0.374,—,1.162
trio-no-tank,20,4,boss,180,500,0.712,0.288,0.000,0.746,8.3,0.84,0.365,—,1.056
trio-no-tank,20,5,solo,60,500,1.000,0.000,0.000,0.864,1.0,0.00,0.136,—,1.546
trio-no-tank,20,5,solo,180,500,1.000,0.000,0.000,0.862,1.0,0.00,0.138,—,1.545
trio-no-tank,20,5,pack,60,500,0.316,0.428,0.256,0.531,5.8,1.76,0.787,—,0.432
trio-no-tank,20,5,pack,180,500,0.360,0.000,0.640,0.520,5.9,2.10,0.813,—,0.490
trio-no-tank,20,5,boss,60,500,0.036,0.000,0.964,0.502,11.8,2.91,0.982,—,0.049
trio-no-tank,20,5,boss,180,500,0.022,0.000,0.978,0.474,12.5,2.95,0.990,—,0.029
trio-no-tank,20,6,solo,60,500,1.000,0.000,0.000,0.651,1.9,0.10,0.349,—,1.432
trio-no-tank,20,6,solo,180,500,1.000,0.000,0.000,0.650,1.9,0.09,0.350,—,1.431
trio-no-tank,20,6,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,6,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,6,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,6,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,7,solo,60,500,0.020,0.000,0.980,0.375,3.7,2.95,0.993,—,0.026
trio-no-tank,20,7,solo,180,500,0.022,0.000,0.978,0.393,3.6,2.94,0.991,—,0.028
trio-no-tank,20,7,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,7,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,7,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,7,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,20,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,1,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,1,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,1,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,1,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,1,boss,60,500,1.000,0.000,0.000,0.984,0.7,0.00,0.016,—,1.701
trio-no-tank,35,1,boss,180,500,1.000,0.000,0.000,0.984,0.7,0.00,0.016,—,1.701
trio-no-tank,35,2,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,2,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,2,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,2,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,2,boss,60,500,1.000,0.000,0.000,0.977,1.4,0.00,0.023,—,1.697
trio-no-tank,35,2,boss,180,500,1.000,0.000,0.000,0.977,1.4,0.00,0.023,—,1.697
trio-no-tank,35,3,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,3,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,3,pack,60,500,1.000,0.000,0.000,0.959,1.2,0.00,0.041,—,1.686
trio-no-tank,35,3,pack,180,500,1.000,0.000,0.000,0.958,1.2,0.00,0.042,—,1.686
trio-no-tank,35,3,boss,60,500,1.000,0.000,0.000,0.944,2.0,0.00,0.056,—,1.678
trio-no-tank,35,3,boss,180,500,1.000,0.000,0.000,0.943,2.0,0.00,0.057,—,1.678
trio-no-tank,35,4,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,4,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,4,pack,60,500,1.000,0.000,0.000,0.916,1.3,0.00,0.084,—,1.662
trio-no-tank,35,4,pack,180,500,1.000,0.000,0.000,0.916,1.3,0.00,0.084,—,1.662
trio-no-tank,35,4,boss,60,500,1.000,0.000,0.000,0.886,2.7,0.00,0.114,—,1.645
trio-no-tank,35,4,boss,180,500,1.000,0.000,0.000,0.885,2.7,0.00,0.115,—,1.644
trio-no-tank,35,5,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,5,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,35,5,pack,60,500,1.000,0.000,0.000,0.818,2.0,0.00,0.182,—,1.606
trio-no-tank,35,5,pack,180,500,1.000,0.000,0.000,0.818,2.0,0.00,0.182,—,1.606
trio-no-tank,35,5,boss,60,500,0.992,0.008,0.000,0.852,4.9,0.31,0.153,—,1.613
trio-no-tank,35,5,boss,180,500,0.996,0.004,0.000,0.851,4.9,0.31,0.151,—,1.619
trio-no-tank,35,6,solo,60,500,1.000,0.000,0.000,0.882,0.6,0.00,0.118,—,1.643
trio-no-tank,35,6,solo,180,500,1.000,0.000,0.000,0.883,0.6,0.00,0.117,—,1.644
trio-no-tank,35,6,pack,60,500,0.788,0.000,0.212,0.475,4.2,1.17,0.626,—,1.112
trio-no-tank,35,6,pack,180,500,0.808,0.000,0.192,0.465,4.1,1.11,0.624,—,1.135
trio-no-tank,35,6,boss,60,500,0.120,0.000,0.880,0.529,7.7,2.71,0.937,—,0.173
trio-no-tank,35,6,boss,180,500,0.134,0.000,0.866,0.529,7.6,2.70,0.929,—,0.193
trio-no-tank,35,7,solo,60,500,1.000,0.000,0.000,0.713,1.3,0.00,0.287,—,1.546
trio-no-tank,35,7,solo,180,500,1.000,0.000,0.000,0.703,1.3,0.00,0.297,—,1.541
trio-no-tank,35,7,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,7,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,7,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,7,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,8,solo,60,500,0.250,0.000,0.750,0.433,2.1,2.38,0.892,—,0.347
trio-no-tank,35,8,solo,180,500,0.246,0.000,0.754,0.456,2.1,2.37,0.888,—,0.344
trio-no-tank,35,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,35,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,50,1,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,1,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,1,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,1,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,1,boss,60,500,1.000,0.000,0.000,0.989,0.5,0.00,0.011,—,1.793
trio-no-tank,50,1,boss,180,500,1.000,0.000,0.000,0.989,0.5,0.00,0.011,—,1.793
trio-no-tank,50,2,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,2,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,2,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,2,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,2,boss,60,500,1.000,0.000,0.000,0.984,0.5,0.00,0.016,—,1.791
trio-no-tank,50,2,boss,180,500,1.000,0.000,0.000,0.984,0.5,0.00,0.016,—,1.791
trio-no-tank,50,3,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,3,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,3,pack,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,3,pack,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,3,boss,60,500,1.000,0.000,0.000,0.978,1.0,0.00,0.022,—,1.787
trio-no-tank,50,3,boss,180,500,1.000,0.000,0.000,0.978,1.0,0.00,0.022,—,1.787
trio-no-tank,50,4,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,4,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,4,pack,60,500,1.000,0.000,0.000,0.960,0.9,0.00,0.040,—,1.776
trio-no-tank,50,4,pack,180,500,1.000,0.000,0.000,0.961,0.9,0.00,0.039,—,1.776
trio-no-tank,50,4,boss,60,500,1.000,0.000,0.000,0.949,1.5,0.00,0.051,—,1.769
trio-no-tank,50,4,boss,180,500,1.000,0.000,0.000,0.948,1.5,0.00,0.052,—,1.769
trio-no-tank,50,5,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,5,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,5,pack,60,500,1.000,0.000,0.000,0.924,1.0,0.00,0.076,—,1.755
trio-no-tank,50,5,pack,180,500,1.000,0.000,0.000,0.923,1.0,0.00,0.077,—,1.754
trio-no-tank,50,5,boss,60,500,1.000,0.000,0.000,0.879,2.3,0.00,0.121,—,1.727
trio-no-tank,50,5,boss,180,500,1.000,0.000,0.000,0.879,2.3,0.00,0.121,—,1.727
trio-no-tank,50,6,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,6,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,50,6,pack,60,500,1.000,0.000,0.000,0.837,1.5,0.00,0.163,—,1.702
trio-no-tank,50,6,pack,180,500,1.000,0.000,0.000,0.835,1.5,0.00,0.165,—,1.701
trio-no-tank,50,6,boss,60,500,0.946,0.000,0.054,0.680,4.4,0.73,0.356,—,1.521
trio-no-tank,50,6,boss,180,500,0.930,0.000,0.070,0.690,4.4,0.73,0.358,—,1.501
trio-no-tank,50,7,solo,60,500,1.000,0.000,0.000,0.888,0.5,0.00,0.112,—,1.733
trio-no-tank,50,7,solo,180,500,1.000,0.000,0.000,0.889,0.5,0.00,0.111,—,1.733
trio-no-tank,50,7,pack,60,500,0.908,0.000,0.092,0.390,3.0,0.61,0.646,—,1.302
trio-no-tank,50,7,pack,180,500,0.886,0.000,0.114,0.394,3.0,0.68,0.651,—,1.272
trio-no-tank,50,7,boss,60,500,0.034,0.000,0.966,0.589,6.0,2.91,0.980,—,0.053
trio-no-tank,50,7,boss,180,500,0.046,0.000,0.954,0.552,6.3,2.89,0.975,—,0.070
trio-no-tank,50,8,solo,60,500,1.000,0.000,0.000,0.737,1.0,0.00,0.263,—,1.642
trio-no-tank,50,8,solo,180,500,1.000,0.000,0.000,0.739,1.0,0.00,0.261,—,1.644
trio-no-tank,50,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,50,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,50,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,50,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,1,solo,60,500,1.000,0.000,0.000,0.881,5.0,0.00,0.119,—,1.446
trio-casters,1,1,solo,180,500,1.000,0.000,0.000,0.881,5.0,0.00,0.119,—,1.446
trio-casters,1,1,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,1,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,1,boss,60,500,0.000,1.000,0.000,—,—,1.00,0.470,—,0.000
trio-casters,1,1,boss,180,500,0.000,1.000,0.000,—,—,2.00,0.677,—,0.000
trio-casters,1,2,solo,60,500,1.000,0.000,0.000,0.718,10.0,1.00,0.282,—,1.364
trio-casters,1,2,solo,180,500,1.000,0.000,0.000,0.718,10.0,1.00,0.282,—,1.364
trio-casters,1,2,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,2,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,2,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,2,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,3,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,4,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,5,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,6,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,7,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,1,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,1,solo,60,500,1.000,0.000,0.000,0.954,2.6,0.00,0.046,—,1.506
trio-casters,5,1,solo,180,500,1.000,0.000,0.000,0.954,2.6,0.00,0.046,—,1.506
trio-casters,5,1,pack,60,500,1.000,0.000,0.000,0.917,13.1,0.00,0.083,—,1.488
trio-casters,5,1,pack,180,500,1.000,0.000,0.000,0.917,13.1,0.00,0.083,—,1.488
trio-casters,5,1,boss,60,500,1.000,0.000,0.000,0.930,23.6,0.00,0.070,—,1.494
trio-casters,5,1,boss,180,500,1.000,0.000,0.000,0.930,23.6,0.00,0.070,—,1.494
trio-casters,5,2,solo,60,500,1.000,0.000,0.000,0.803,5.0,0.00,0.197,—,1.429
trio-casters,5,2,solo,180,500,1.000,0.000,0.000,0.803,5.0,0.00,0.197,—,1.429
trio-casters,5,2,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,2,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,2,boss,60,500,0.000,1.000,0.000,—,—,2.00,0.667,—,0.000
trio-casters,5,2,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,3,solo,60,500,1.000,0.000,0.000,0.443,10.0,1.00,0.557,—,1.246
trio-casters,5,3,solo,180,500,1.000,0.000,0.000,0.443,10.0,1.00,0.557,—,1.246
trio-casters,5,3,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,3,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,3,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,3,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,4,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,5,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,6,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,7,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,solo,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,solo,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,pack,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,pack,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,boss,60,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,5,8,boss,180,500,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-casters,10,1,solo,60,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-casters,10,1,solo,180,500,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-casters,10,1,pack,60,500,1.000,0.000,0.000,1.000,5.4,0.00,0.000,—,1.560
trio-casters,10,1,pack,180,500,1.000,0.000,0.000,1.000,5.4,0.00,0.000,—,1.560
trio-casters,10,1,boss,60,500,1.000,0.000,0.000,1.000,10.8,0.00,0.000,—,1.560
trio-casters,10,1,boss,180,500,1.000,0.000,0.000,1.000,10.8,0.00,0.000,—,1.560
