comp,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-core,1,1,solo,180,200,1.000,0.000,0.000,0.925,4.0,0.00,0.075,1.000,1.468
trio-core,1,1,solo,300,200,1.000,0.000,0.000,0.926,3.9,0.00,0.074,1.000,1.469
trio-core,1,1,pack,180,200,1.000,0.000,0.000,0.961,21.4,0.00,0.039,1.000,1.486
trio-core,1,1,pack,300,200,1.000,0.000,0.000,0.962,21.4,0.00,0.038,1.000,1.487
trio-core,1,1,boss,180,200,1.000,0.000,0.000,0.995,39.4,0.00,0.005,1.000,1.503
trio-core,1,1,boss,300,200,1.000,0.000,0.000,0.995,39.4,0.00,0.005,1.000,1.503
trio-core,1,2,solo,180,200,1.000,0.000,0.000,0.948,10.0,0.00,0.052,1.000,1.480
trio-core,1,2,solo,300,200,1.000,0.000,0.000,0.943,10.2,0.00,0.057,1.000,1.477
trio-core,1,2,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.390,0.000
trio-core,1,2,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.380,0.000
trio-core,1,2,boss,180,200,0.095,0.000,0.905,0.502,76.7,2.79,0.952,0.397,0.119
trio-core,1,2,boss,300,200,0.100,0.000,0.900,0.495,77.5,2.78,0.951,0.391,0.125
trio-core,1,3,solo,180,200,1.000,0.000,0.000,0.638,21.7,0.00,0.362,1.000,1.324
trio-core,1,3,solo,300,200,1.000,0.000,0.000,0.647,21.8,0.00,0.353,1.000,1.329
trio-core,1,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.432,0.000
trio-core,1,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.431,0.000
trio-core,1,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.362,0.000
trio-core,1,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.363,0.000
trio-core,1,4,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.417,0.000
trio-core,1,4,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.414,0.000
trio-core,1,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.413,0.000
trio-core,1,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.405,0.000
trio-core,1,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.346,0.000
trio-core,1,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.347,0.000
trio-core,1,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.498,0.000
trio-core,1,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.497,0.000
trio-core,1,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.500,0.000
trio-core,1,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.497,0.000
trio-core,1,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.340,0.000
trio-core,1,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.359,0.000
trio-core,1,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.339,0.000
trio-core,1,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.340,0.000
trio-core,1,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.344,0.000
trio-core,1,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.348,0.000
trio-core,1,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.328,0.000
trio-core,1,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.332,0.000
trio-core,1,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.329,0.000
trio-core,1,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.332,0.000
trio-core,1,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.329,0.000
trio-core,1,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,1,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,1,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.326,0.000
trio-core,1,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,1,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,1,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,1,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.338,0.000
trio-core,1,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.328,0.000
trio-core,1,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.335,0.000
trio-core,5,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-core,5,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-core,5,1,pack,180,200,1.000,0.000,0.000,0.953,8.0,0.00,0.047,1.000,1.506
trio-core,5,1,pack,300,200,1.000,0.000,0.000,0.939,7.9,0.00,0.061,1.000,1.499
trio-core,5,1,boss,180,200,1.000,0.000,0.000,0.964,19.7,0.00,0.036,1.000,1.511
trio-core,5,1,boss,300,200,1.000,0.000,0.000,0.965,19.8,0.00,0.035,1.000,1.512
trio-core,5,2,solo,180,200,1.000,0.000,0.000,0.902,4.1,0.00,0.098,1.000,1.480
trio-core,5,2,solo,300,200,1.000,0.000,0.000,0.901,4.1,0.00,0.099,1.000,1.480
trio-core,5,2,pack,180,200,1.000,0.000,0.000,0.967,18.6,0.00,0.033,1.000,1.513
trio-core,5,2,pack,300,200,1.000,0.000,0.000,0.964,18.6,0.00,0.036,1.000,1.512
trio-core,5,2,boss,180,200,1.000,0.000,0.000,0.979,37.2,0.00,0.021,1.000,1.519
